1.被觀察者的訊息傳達?,2.被觀察者的肢體語言?,3.被觀察者的動作和手勢?,4.被觀察者與人眼神接觸是?,5.被觀察者的聲音是?,6.被觀察者使用語助詞的頻繁度?,7.整體來說，被觀察者的說話效果如何?,8.描述你對這位被觀察者的整體心得?
很明確,沉穩,清晰地,持續,堅定地,4,9,
很明確,沉穩,清晰地,持續,堅定地,1,5,感覺參加過國語演說比賽XD 台風穩健
很明確,熱情,清晰地,持續,小心謹慎地,3,8,很像演說的感覺
很明確,沉穩,清晰地,游移,小心謹慎地,4,7,挺好的，但很像在念台詞……沒有對話或是在溝通的感覺
很明確,感覺有點不自在，有些時刻覺得演說者不知道手在沒有任何手勢時不知道要擺哪,手勢有點過多（我自己覺得啦⋯⋯,游移,小心謹慎地,3,4,語速均勻，希望可以有更多變化。演說者本身的語速偏慢及柔和
很明確,熱情,清晰地,持續,堅定地,1,10,肢體表現跟口齒清晰
不夠集中,晃來晃去,清晰地,持續,小心謹慎地,6,5,
很明確,做作,清晰地,游移,堅定地,4,4,有點像朗讀比賽
很明確,做作,受限地,持續,小心謹慎地,4,7,
不夠集中,熱情,清晰地,持續,小心謹慎地,5,6,
很明確,沉穩,受限地,持續,堅定且很有故事性,1,7,很清晰堅定，幾乎沒有贅述，也很有戲，會被吸引，但某些時刻會感覺太刻意安排，像背稿演講。
很明確,沉穩,清晰地,持續,堅定地,2,9,有條理的、感受到她對成為演員的熱枕
很明確,沉穩,清晰地,持續,堅定地,3,9,
很明確,沈穩+些微不確定,清晰地,持續,堅定地,8,8,比起像是演員我怎麼感覺更像是老師😂我覺得節奏抓的有一點太緩慢了，斷句間隔有些地方停的有點久，除此之外沒有什麼問題
很明確,熱情,清晰地,游移,堅定地,5,10,
不夠集中,沉穩,清晰地,持續,堅定地,1,9,棒
很微弱,做作,清晰地,持續,堅定地,4,6,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
