1.被觀察者的訊息傳達?,2.被觀察者的肢體語言?,3.被觀察者的動作和手勢?,4.被觀察者與人眼神接觸是?,5.被觀察者的聲音是?,6.被觀察者使用語助詞的頻繁度?,7.整體來說，被觀察者的說話效果如何?,8.描述你對這位被觀察者的整體心得?
很明確,沉穩,清晰地,持續,堅定地,3,7,
很明確,沉穩,含糊地,持續,堅定地,5,6,
很明確,沉穩,受限地,游移,堅定地,4,6,故事情節生動 讓人想繼續聽
很明確,沉穩,清晰地,持續,堅定地,2,9,
很微弱,不安,受限地,游移,猶豫不決地,9,5,然後  很多
很明確,不安,含糊地,游移,堅定地,3,6,
很明確,熱情,清晰地,持續,堅定地,3,7,
很明確,沉穩,清晰地,持續,堅定地,5,5,
很明確,沉穩,清晰地,持續,堅定地,3,6,
很明確,熱情,清晰地,持續,堅定地,5,8,
很明確,不安,清晰地,持續,堅定地,3,7,
不夠集中,不安,受限地,游移,自然的,8,5,自然但有些緊張，冗言可以省去！
很明確,沉穩,清晰地,持續,堅定地,6,7,主題內容都很清晰
不夠集中,沉穩,清晰地,游移,猶豫不決地,5,8,
不夠集中,熱情,受限地,持續,小心謹慎地,9,6,重複性的字太多了，而且好像會一再重複一句話，但是講的很詳細，沒想到真的在國外會遇到這種事情呢😓
很明確,熱情,清晰地,持續,堅定地,3,10,
不夠集中,沉穩,清晰地,持續,堅定地,4,7,好
很明確,沉穩,清晰地,持續,堅定地,4,7,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
